Data,Hora,Ano,Mês,Site,Manchete,Polaridade
22/05/2024,09:42:00,2024,maio,Reporter MT,Corpo de homem é encontrado desovado em canteiro da Avenida Fernando Corrêa,1
22/05/2024,15:17:00,2024,maio,Estadão MT,Donas de berçário duvidam de laudo e contratam legista particular para consultá-lo,2
22/05/2024,17:15:00,2024,maio,Estadão MT,Corpo de jovem desaparecido é encontrado próximo a moto queimada,1
22/05/2024,19:13:00,2024,maio,Reporter MT,Pescadores encontram corpo de jovem de 23 anos boiando no Rio Cuiabá,1
22/05/2024,08h:53,2024,maio,Folhamax,Homem é executado à luz do dia embaixo de árvore em Cuiabá,1
22/05/2024,09h:06,2024,maio,Gazeta Digital,Faccionado de 29 anos morre em confronto com o GOE,1
22/05/2024,10h:15,2024,maio,Folhamax,Pescadores encontram corpo de homem boiando no Rio Cuiabá,1
22/05/2024,10h:58,2024,maio,Gazeta Digital,Pescadores acham corpo de homem boiando no rio Cuiabá,1
22/05/2024,19h:12,2024,maio,Folhamax,Câmeras ajudam apreender Corolla clonado; Jeep também é confiscado,1
23/05/2024,08:33:00,2024,maio,Reporter MT,Corpo de jovem que estava desaparecido  é encontrado com pés e mãos amarrados,1
23/05/2024,10:25:00,2024,maio,Estadão MT,Criminoso com várias passagens leva a pior em confronto com a Força Tática,1
23/05/2024,15:55:00,2024,maio,Só Notícias,Operação conjunta flagra empresa furtando energia em MT; mais de R$ 100 mil de prejuízo,1
23/05/2024,16:18:00,2024,maio,Estadão MT,Cadáver de homem desaparecido há cinco dias é localizado em matagal,1
23/05/2024,16:43:00,2024,maio,Estadão MT,"Operação flagra ""gato"" em empresa que deve R$ 600 mil em impostos e contas atrasadas",1
23/05/2024,20:08:00,2024,maio,Só Notícias,Justiça manda a júri popular 6 acusados de sequestrarem e assassinarem menina de 15 anos em Lucas,1
23/05/2024,07h:49,2024,maio,Folhamax,Corpo de jovem é achado com pés e mãos amarrados em rodovia de MT,1
23/05/2024,10h:04,2024,maio,Gazeta Digital,Corpo é achado amarrado e com marcas de queimaduras,1
23/05/2024,13h:07,2024,maio,Folhamax,Corpo de trabalhador é achado em valetão perto de canavial em MT,1
23/05/2024,16h:10,2024,maio,Folhamax,"Operação flagra empresa aplicando ""golpe do gato"" em Cuiabá",1
23/05/2024,18h:20,2024,maio,Gazeta Digital,Popular sente mau cheiro e polícia acha corpo em matagal,1
24/05/2024,07:00:00,2024,maio,Reporter MT,"Empresa faz ""gato"" de energia e gera prejuízo de R$ 700 mil",1
24/05/2024,08:31:00,2024,maio,Estadão MT,Polícia deflagra operação contra a pornografia infantil em MT,1
24/05/2024,09:20:00,2024,maio,Só Notícias,Jovem é preso por armazenamento de pornografia infantil em Mato Grosso,1
24/05/2024,14:12:00,2024,maio,Só Notícias,Criminosos encapuzados invadem empresa e matam proprietário a tiros,1
24/05/2024,07h:38,2024,maio,Folhamax,Homem é achado morto com marcas de roedores em MT,1
24/05/2024,08h:39,2024,maio,Folhamax,Operação da PC mira pedófilos e faz buscas em cidade de MT,1
24/05/2024,13h:37,2024,maio,Gazeta Digital,Dupla invade distribuidora e mata empresário a tiros em MT,1
24/05/2024,19h:29,2024,maio,Folhamax,"Após exames negativos, avô é solto após acusação de estupro em MT",2
25/05/2024,07:40:00,2024,maio,Só Notícias,Lei seca em Sinop tem 26 presos por embriaguez e 57 veículos apreendidos; 165 multas,1
25/05/2024,11:51:00,2024,maio,Só Notícias,Localizado corpo de pescador que se afogou em alagado em Sinop,1
25/05/2024,10h:21,2024,maio,Gazeta Digital,Pedestre morre atropelado ao tentar atravessar Estrada de Chapada,1
26/05/2024,09:01:00,2024,maio,Reporter MT,Jovem é encontrado morto às margens da BR-364,1
26/05/2024,09:29:00,2024,maio,Reporter MT,Criminoso invade casa e mata garota de 17 anos a tiros em MT,1
26/05/2024,11:32:00,2024,maio,Estadão MT,Adolescente assassinada a tiros em banheiro é identificada,1
26/05/2024,13:00:00,2024,maio,Estadão MT,Lei Seca: 16 pessoas são presas por dirigir bêbadas em Cuiabá,1
26/05/2024,14:38:00,2024,maio,Só Notícias,Irmãos morrem em violenta colisão entre carros em rodovia de Mato Grosso,1
26/05/2024,14:48:00,2024,maio,Reporter MT,Batida de carro mata irmãos e deixa outras três pessoas feridas na MT-170,1
26/05/2024,17:40:00,2024,maio,Reporter MT,Bombeiros resgatam corpo de homem que se afogou durante pescaria em Mato Grosso,1
26/05/2024,18:00:00,2024,maio,Estadão MT,Corpo de jovem que estava desaparecido é encontrado às margens da BR-364,1
26/05/2024,07h:49,2024,maio,Gazeta Digital,"Após 5 dias desaparecido, jovem é encontrado morto com marcas de tiros",1
26/05/2024,08h:32,2024,maio,Folhamax,Adolescente é morta a tiros em banheiro de residência em MT,1
26/05/2024,09h:01,2024,maio,Folhamax,Jovem desaparecido foi executado deixado na na beira de rodovia em MT,1
26/05/2024,09h:06,2024,maio,Gazeta Digital,Adolescente é executada a tiros em banheiro de residência,1
26/05/2024,10h:26,2024,maio,Gazeta Digital,Operação prende 16 motoristas dirigindo embriagados em duas avenidas de Cuiabá,1
26/05/2024,10h:47,2024,maio,Folhamax,Blitz da lei seca prende 16 motoristas bêbados em Cuiabá,1
26/05/2024,11h:16,2024,maio,Gazeta Digital,Homem de 43 anos morre em acidente envolvendo moto e Citroen na MT-322,1
26/05/2024,14h:30,2024,maio,Folhamax,Corpo de pescador é achado perto de represa de hidrelétrica em MT,1
26/05/2024,16h:07,2024,maio,Folhamax,Acidente mata 2 irmãos que voltavam de torneio e deixa 3 feridos em MT,1
26/05/2024,17h:28,2024,maio,Gazeta Digital,Irmãos morrem em grave acidente na MT-170; 3 feridos,1
26/05/2024,17h:52,2024,maio,Folhamax,Garimpeiro morre ao cair em buraco de 80 metros de profundidade em MT,1
26/05/2024,18h:45,2024,maio,Folhamax,Ataque em garimpo de MT deixa 2 mortos e 4 feridos; veja vídeo,1
26/05/2024,19h:35,2024,maio,Folhamax,Adolescente morre ao bater motocicleta contra ônibus em rodovia de MT,1
27/05/2024,07:06:00,2024,maio,Estadão MT,"""Satã"" morre em confronto com a Polícia Militar no Jardim Vitória",1
27/05/2024,07:23:00,2024,maio,Estadão MT,"Jovem é asfixiado, esfaqueado e tem corpo desovado em estrada rural",1
27/05/2024,08:10:00,2024,maio,Estadão MT,Homem com várias passagens é executado com sete tiros em Rondonópolis,1
27/05/2024,08:35:00,2024,maio,Estadão MT,Cadáver encontrado em cova rasa nos fundos de prefeitura estava em saco de verduras,1
27/05/2024,09:05:00,2024,maio,Só Notícias,Tentativa de chacina deixa dois mortos e feridos em garimpo no Mato Grosso,1
27/05/2024,13:39:00,2024,maio,Só Notícias,Carro é esmagado por carretas e condutor morre em Mato Grosso,1
27/05/2024,14:00:00,2024,maio,Reporter MT,Corpo de homem é encontrado sendo devorado por jacarés,1
27/05/2024,07h:24,2024,maio,Folhamax,Assassino de filho de policial morre em confronto em Cuiabá,1
27/05/2024,07h:49,2024,maio,Gazeta Digital,Motociclista morre após bater em poste no interior de MT,1
27/05/2024,08h:21,2024,maio,Gazeta Digital,Criminoso morre em troca de tiros com a polícia em Cuiabá,1
27/05/2024,09h:14,2024,maio,Folhamax,Homem é achado morto sendo devorado por jacarés em MT,1
27/05/2024,10h:50,2024,maio,Gazeta Digital,Ex-presidiário com passagens por tráfico e roubo é assassinado com 6 tiros no interior,1
27/05/2024,11h:20,2024,maio,Folhamax,Motorista de Uno morre esmagado por carretas em rodovia de MT,1
27/05/2024,17h:47,2024,maio,Gazeta Digital,Corpo de homem é devorado por jacarés em rio de MT,1
28/05/2024,08:37:00,2024,maio,Só Notícias,Corpo de homem é encontrado devorado por jacarés no Mato Grosso; polícia investiga,1
28/05/2024,13h:50,2024,maio,Folhamax,Polícia Civil incinera uma tonelada de cloridrato e pasta base de cocaína apreendida na fronteira,1
29/05/2024,06:54:00,2024,maio,Estadão MT,VIDEOS: Tio e sobrinho são mortos a tiros em residência de Cuiabá,1
29/05/2024,07:40:00,2024,maio,Só Notícias,Tio e sobrinho são executados a tiros em residência no MT,1
29/05/2024,08:30:00,2024,maio,Estadão MT,Motociclista é assassinado a tiros no meio da rua em cidade de MT,1
29/05/2024,11:12:00,2024,maio,Só Notícias,Homem é assassinado a tiros por dupla em moto em Nova Mutum,1
29/05/2024,07h:29,2024,maio,Gazeta Digital,Criminosos invadem residência e executam tio e sobrinho,1
29/05/2024,09h:03,2024,maio,Gazeta Digital,Motociclista morre ao tentar ultrapassagem e ser atingido por caminhonete no interior,1
29/05/2024,09h:51,2024,maio,Gazeta Digital,Homem é morto a tiros por dupla em motocicleta no interior de MT,1
29/05/2024,11h:32,2024,maio,Folhamax,Jovem em moto é executado com vários tiros no Nortão de MT,1
29/05/2024,12h:06,2024,maio,Folhamax,Andarilho é encontrado morto na entrada de centro comunitário,1
29/05/2024,15h:58,2024,maio,Gazeta Digital,Sem-teto é achado morto em pátio de centro comunitário,1
29/05/2024,18h:03,2024,maio,Folhamax,Defensoria consegue liberdade de pedreiro preso no lugar do irmão,1
30/05/2024,09:05:00,2024,maio,Reporter MT,Homem em situação de rua passa mal e morre dentro de centro comunitário em Cuiabá,1
30/05/2024,10:14:00,2024,maio,Só Notícias,Pedreiro é solto após ficar preso por 6 meses injustamente no lugar do irmão no Médio Norte,1
30/05/2024,10:30:00,2024,maio,Estadão MT,Homem morre atropelado por picape no Distrito Industrial,1
30/05/2024,11:14:00,2024,maio,Só Notícias,Irmãos são assassinados a tiros em praça no Mato Grosso,1
30/05/2024,17:08:00,2024,maio,Reporter MT,Bandidos que ajudaram assassino de sargento da PM são identificados pela Politec; veja nomes,2
30/05/2024,19:13:00,2024,maio,Estadão MT,Homem é preso no lugar do irmão bandido em Mato Grosso,1
30/05/2024,08h:15,2024,maio,Folhamax,Tiroteiro deixa dois irmãos mortos e um ferido em Cuiabá na madrugada,1
30/05/2024,08h:41,2024,maio,Folhamax,Morador de rua é encontrado morto em centro comunitário de Cuiabá,1
30/05/2024,09h:32,2024,maio,Gazeta Digital,Irmãos são assassinados em praça por atirador em carro preto,1
30/05/2024,11h:00,2024,maio,Folhamax,Dois atropelamentos são registrados na BR-364; um homem morreu,1
30/05/2024,18h:20,2024,maio,Folhamax,Vídeo mostra pai desesperado ao ver filhos baleados em Cuiabá,1
31/05/2024,08:21:00,2024,maio,Estadão MT,Homem é morto em ataque a boate e outros três são baleados,1
31/05/2024,09:38:00,2024,maio,Só Notícias,Ossada humana é encontrada enterrada em área de mata no Nortão,1
31/05/2024,09:41:00,2024,maio,Estadão MT,Homem é encontrado morto com as mãos amarradas e tiro na nuca próximo à UFMT,1
31/05/2024,13:58:00,2024,maio,Só Notícias,Mulher morre durante incêndio em residência no Mato Grosso,1
31/05/2024,07h:20,2024,maio,Folhamax,Ataque em boate mata homem e deixa 3 baleados em cidade de MT,1
31/05/2024,08h:21,2024,maio,Folhamax,Homem é morto a tiros e desovado em matagal atrás da UFMT,1
31/05/2024,08h:36,2024,maio,Gazeta Digital,Motociclista morre após perder o controle e bater contra placa,1
31/05/2024,17h:10,2024,maio,Gazeta Digital,Motociclista morre ao passar mal e cair em avenida de MT,1
31/05/2024,17h:26,2024,maio,Gazeta Digital,Trabalhador rural é achado morto no rio Araguaia,1
31/05/2024,18h:54,2024,maio,Folhamax,Trabalhador de fazenda é achado morto nos fundos de frigorífico em MT,1
01/06/2024,08:28:00,2024,junho,Reporter MT,"Homem passa mal, cai de moto e morre",1
01/06/2024,08:45:00,2024,junho,Reporter MT,Dono de lava jato é cercado por bando de motoqueiros e morto a tiros em Cuiabá; veja vídeo,1
01/06/2024,10:03:00,2024,junho,Só Notícias,Ossada humana é localizada em Lucas do Rio Verde,1
01/06/2024,10:08:00,2024,junho,Reporter MT,Trabalhador morre esmagado por tora de madeira enquanto descarregava caminhão,1
01/06/2024,15:32:00,2024,junho,Só Notícias,Homem em Mato Grosso é morto a tiros por grupo de criminosos,1
01/06/2024,09h:01,2024,junho,Gazeta Digital,Homem é executado a tiros por motociclistas em Cuiabá; vídeo,1
02/06/2024,10:12:00,2024,junho,Só Notícias,PM de Sorriso encontra corpo de mulher em mata e com sinais de execução,1
02/06/2024,15:06:00,2024,junho,Reporter MT,Mulher é encontrada morta em matagal com tiros na cabeça,1
02/06/2024,16:22:00,2024,junho,Só Notícias,"Politec vai qualificar 57 servidores para atuar em Sinop, Lucas, Guarantã e mais 9 cidades",2
02/06/2024,08h:26,2024,junho,Gazeta Digital,"Após 4 dias desaparecido, jovem é encontrado morto em área de mata",1
02/06/2024,08h:54,2024,junho,Gazeta Digital,Veja vídeo - Jovem é executado a tiros no Pedra 90 em Cuiabá,1
02/06/2024,09h:11,2024,junho,Gazeta Digital,Câmera registra empresário sendo executado por dupla em moto,1
02/06/2024,17h:26,2024,junho,Folhamax,Politec inicia formação de 57 novos servidores nesta segunda,2
03/06/2024,07:01:00,2024,junho,Estadão MT,Adolescente é encontrada morta com vários tiros na cabeça em MT,1
03/06/2024,07:46:00,2024,junho,Reporter MT,"Motociclista perde controle, bate moto e morre na Miguel Sutil",1
03/06/2024,08:20:00,2024,junho,Só Notícias,Acidente entre moto e carro deixa um morto na BR-163 em Nova Mutum,1
03/06/2024,09:14:00,2024,junho,Estadão MT,Corpos de jovens são encontrados com marcas de pauladas e braços e mãos amarrados,1
03/06/2024,10:52:00,2024,junho,Reporter MT,Caçada por assassino de sargento da PM já dura sete dias; três envolvidos foram mortos,1
03/06/2024,16:14:00,2024,junho,Só Notícias,Sinop: adolescente é assassinado e corpo encontrado em lavoura,1
03/06/2024,18:16:00,2024,junho,Estadão MT,Centro Estadual de Cidadania passa a ter posto de atendimento do Corpo de Bombeiros,1
03/06/2024,23:08:00,2024,junho,Só Notícias,Principal acusado de matar e arrastar mulher com moto é transferido para Sinop e diz ter usado drogas,1
03/06/2024,07h:19,2024,junho,Folhamax,Maníaco mata mulher e a arrasta com corrente em moto em MT; vídeo,1
03/06/2024,07h:37,2024,junho,Gazeta Digital,Veja vídeo - Homem mata mulher e arrasta corpo pela rua,1
03/06/2024,08h:22,2024,junho,Folhamax,Homem morre em acidente entre motocicleta e carro em rodovia de MT,1
03/06/2024,08h:26,2024,junho,Gazeta Digital,Motociclista morre após perder o controle e bater em árvore na Miguel Sutil,1
03/06/2024,09h:34,2024,junho,Gazeta Digital,Corpo de menor é achado com marcas de tiros em matagal ao lado de moto e pertences,1
03/06/2024,09h:59,2024,junho,Gazeta Digital,Homem morre em acidente entre motocicleta e Fiat Argo,1
03/06/2024,10h:00,2024,junho,Gazeta Digital,Ônibus atropela e mata criança de 7 anos em MT; menino estava indo para a escola,1
03/06/2024,11h:20,2024,junho,Folhamax,Capitão denunciado por morte de aluno tira licença-saúde,1
03/06/2024,17h:05,2024,junho,Gazeta Digital,Corpo com marcas de tiros é achado na margem de estrada,1
03/06/2024,17h:08,2024,junho,Folhamax,Centro Estadual de Cidadania passa a ter posto de atendimento do Corpo de Bombeiros,1
04/06/2024,09:28:00,2024,junho,Midia News,Estudantes da educação especial em VG recebem nova carteira de identidade,1
04/06/2024,10:54:00,2024,junho,Estadão MT,Detento de 22 anos é morto dentro da cela na Penitenciaria da Mata Grande,1
04/06/2024,12:24:00,2024,junho,Estadão MT,"Servidores da Politec pegam cartão de morto e ""fazem a farra"" em Cuiabá",0
04/06/2024,14:15:00,2024,junho,Estadão MT,Mais um detento é assassinado dentro da cela em presídio de Mato Grosso,1
04/06/2024,15:15:00,2024,junho,Só Notícias,Motorista morre após carreta tombar em serra no Mato Grosso,1
04/06/2024,16:31:00,2024,junho,Estadão MT,Secretário rebate deputada sobre baixo efetivo na Segurança Pública,1
04/06/2024,17:31:00,2024,junho,Reporter MT,Servidor da Politec e cúmplice são acusados de furtar cartão de crédito que estava com morto em Cuiabá,0
04/06/2024,17:33:00,2024,junho,Midia News,Exame da Politec vai dizer se vítima foi arrastada viva ou morta,2
04/06/2024,17:40:00,2024,junho,Midia News,Servidor da Politec é acusado de furtar cartão de homem morto,0
04/06/2024,19:01:00,2024,junho,Estadão MT,Motorista morre após carreta tombar e bater contra paredão na Serra de São Vicente,1
04/06/2024,19:33:00,2024,junho,Só Notícias,Incêndio atinge estabelecimento comercial em Lucas do Rio Verde,1
04/06/2024,21:28:00,2024,junho,Só Notícias,Policiais se formam e Lucas do Rio Verde passa a ter Cavalaria de forma definitiva,1
04/06/2024,07h:50,2024,junho,Gazeta Digital,Homem morre ao ser esfaqueado por amigo durante bebedeira,1
04/06/2024,09h:13,2024,junho,Gazeta Digital,"Preso há dois dias, jovem de 22 anos é achado morto em cela da Mata Grande",1
04/06/2024,09h:40,2024,junho,Folhamax,Estudantes da educação especial recebem nova carteira de identidade,1
04/06/2024,09h:44,2024,junho,Folhamax,"Preso há dois dias, jovem de 22 anos é achado morto",1
04/06/2024,10h:23,2024,junho,Gazeta Digital,Estudantes da educação especial em Várzea Grande recebem nova carteira de identidade gratuitamente,1
04/06/2024,13h:32,2024,junho,Gazeta Digital,Servidor da Politec é suspeito de usar cartão de homem morto em acidente,0
04/06/2024,14h:21,2024,junho,Folhamax,Presidiário é achado morto com lesão na cabeça em cela em MT,1
04/06/2024,14h:45,2024,junho,Folhamax,Servidor do IML furta cartão de morto e faz festa em bares em Cuiabá,0
04/06/2024,14h:50,2024,junho,Gazeta Digital,Caminhoneiro morre ao bater em paredão e tombar em BR,1
04/06/2024,16h:35,2024,junho,Gazeta Digital,Preso por tráfico é encontrado morto em cela do Ferrugem,1
05/06/2024,07:40:00,2024,junho,Só Notícias,Mulher morta a facadas em Sinop é identificada; homem socorrido,1
05/06/2024,10:08:00,2024,junho,Só Notícias,"Americanos não serão presos por queda de Boeing e 154 mortos; EUA não colaboraram, decide juiz em Sinop",1
05/06/2024,11:44:00,2024,junho,Reporter MT,Motorista bate carreta contra paredão e morre na BR-364; vídeo,1
05/06/2024,13:22:00,2024,junho,Reporter MT,Motorista de carreta morre preso às ferragens após bater em caminhão-pipa,1
05/06/2024,16:14:00,2024,junho,Só Notícias,Sede da Politec deve ser inaugurada no 2º semestre em Lucas; 17 servidores em formação,2
05/06/2024,22:09:00,2024,junho,Estadão MT,Homem é encontrado morto com pés e mãos amarrados em Cuiabá,1
05/06/2024,07h:34,2024,junho,Gazeta Digital,Homem é morto a facadas em praça no Centro de Cuiabá,1
05/06/2024,07h:54,2024,junho,Gazeta Digital,Acidente entre carregadeira e moto deixa idoso em estado grave,1
05/06/2024,09h:27,2024,junho,Folhamax,Homem morto em avenida de Cuiabá é identificado,1
05/06/2024,09h:32,2024,junho,Gazeta Digital,Homem morre em acidente entre dois veículos de carga na BR-163,1
05/06/2024,09h:32,2024,junho,Folhamax,Acidente com carregadeira e moto deixa idoso gravemente ferido,1
05/06/2024,11h:27,2024,junho,Folhamax,PM forma 11 militares no 10º Curso de Policiamento Montado e implanta unidade da Cavalaria,1
05/06/2024,13h:42,2024,junho,Gazeta Digital,Homem mata mulher a facadas após encontro a três em MT,1
05/06/2024,14h:05,2024,junho,Folhamax,Acidente entre moto e caminhão mata goleiro e deixa ferido em Cuiabá,1
05/06/2024,15h:24,2024,junho,Gazeta Digital,Homem morre e outro fica gravemente ferido em acidente entre moto e caminhão,1
05/06/2024,15h:25,2024,junho,Folhamax,Formatura de militares garante mais efetivo para Lucas do Rio Verde,1
05/06/2024,15h:26,2024,junho,Folhamax,Lucas do Rio Verde receberá a 18ª unidade da Politec,2
05/06/2024,17h:24,2024,junho,Gazeta Digital,MP recomenda o afastamento de gerente da Politec acusado de assédio no interior,0
05/06/2024,22h:03,2024,junho,Folhamax,MPT pede afastamento de gerente da Politec,0
06/06/2024,08:42:00,2024,junho,Reporter MT,Homem é encontrado morto com sinais de estrangulamento,1
06/06/2024,09:45:00,2024,junho,Reporter MT,Família recebe vídeo de jovem sendo executado pelo CV,1
06/06/2024,10:01:00,2024,junho,Estadão MT,Corpo de jovem que teve a morte gravada é encontrado em zona rural de MT,1
06/06/2024,07h:14,2024,junho,Gazeta Digital,Homem é encontrado morto com mãos e pés amarrados em Cuiabá,1
06/06/2024,09h:43,2024,junho,Gazeta Digital,Aposta de Cuiabá fatura mais de R$ 400 mil em sorteio da Lotofácil,1
07/06/2024,07:40:00,2024,junho,Só Notícias,"Sorriso: avião cai em mata, pega fogo e duas pessoas morrem; assista momento da queda",1
07/06/2024,15:15:00,2024,junho,Só Notícias,Motociclista morre após colisão com carreta na BR-163 em Sinop,1
07/06/2024,07h:23,2024,junho,Gazeta Digital,Dupla invade casa e mata jovem com 14 tiros em Sorriso,1
07/06/2024,08h:09,2024,junho,Gazeta Digital,Veja vídeo - Avião de pequeno porte cai e mata duas pessoas em MT,1
07/06/2024,09h:11,2024,junho,Gazeta Digital,Trabalhador de 38 anos morre dentro do estoque de loja em VG,1
07/06/2024,10h:50,2024,junho,Gazeta Digital,Servidor suspeito de usar cartão de morto é transferido da Politec,0
07/06/2024,16h:42,2024,junho,Folhamax,Servidor da Politec é afastado por furtar cartão de morto em MT,0
07/06/2024,18h:55,2024,junho,Folhamax,Entregador morre em batida com com carreta-tanque em MT,1
08/06/2024,09:14:00,2024,junho,Estadão MT,Município de MT que está na lista das cidades mais violentas do país registra o 38º homicídio do ano,1
08/06/2024,09:15:00,2024,junho,Só Notícias,Criminoso morre em confronto com a polícia após tentativa de furto a banco em MT; um fugiu,1
08/06/2024,11:55:00,2024,junho,Estadão MT,Homem de 52 anos é encontrado morto ao lado de motocicleta,1
08/06/2024,07h:40,2024,junho,Gazeta Digital,Vizinho encontra idoso morto no corredor de casa em Cuiabá,1
08/06/2024,07h:48,2024,junho,Gazeta Digital,Homem de 52 anos é encontrado morto ao lado de motocicleta,1
08/06/2024,08h:41,2024,junho,Folhamax,Homem é encontrado morto ao lado de moto na rua em MT,1
08/06/2024,08h:45,2024,junho,Folhamax,"Jovem é morto em casa; ""capital do agro"" de MT tem 38 assassinatos neste ano",1
08/06/2024,09h:25,2024,junho,Folhamax,Ladrão morre em troca de tiros com PMs ao tentar furtar banco em MT,1
08/06/2024,10h:44,2024,junho,Gazeta Digital,Trator tomba em fazenda de MT e mata idoso de 72 anos,1
08/06/2024,16h:05,2024,junho,Folhamax,Vídeo mostra bombeiros resgatando corpo de ladrão no telhado de banco,1
08/06/2024,18h:01,2024,junho,Gazeta Digital,Dois homens são mortos a tiros em rua de Barra do Bugres,1
08/06/2024,18h:40,2024,junho,Folhamax,Dupla é executada a tiros nas proximidades de universidade em MT,1
09/06/2024,08:30:00,2024,junho,Reporter MT,Dois homens são executados a tiros no meio da rua,1
09/06/2024,09:10:00,2024,junho,Reporter MT,Borracheiro é morto a facadas e colega de trabalho é suspeito do crime,1
09/06/2024,09:35:00,2024,junho,Estadão MT,Homem é encontrado morto com cortes no abdômen em MT,1
09/06/2024,10:15:00,2024,junho,Reporter MT,"Tornozelada é assassinada com tiros no rosto, peito e ombro em clube em Alto Araguaia",1
09/06/2024,10:38:00,2024,junho,Estadão MT,Jovem tornozelada é assassinada com tiros no rosto em clube de banho,1
09/06/2024,12:05:00,2024,junho,Reporter MT,Dois motociclistas morrem em acidente em Chapada dos Guimarães,1
09/06/2024,12:37:00,2024,junho,Estadão MT,Investigador e empresário que morreram em acidente são identificados,1
09/06/2024,12:50:00,2024,junho,Estadão MT,Homens são encontrados mortos com marcas de tiro próximo à Universidade,1
09/06/2024,15:09:00,2024,junho,Reporter MT,Vídeo mostra como ficou moto após acidente na Estrada de Água Fria,1
09/06/2024,08h:28,2024,junho,Gazeta Digital,Homem é morto com facada no abdômen durante a madrugada,1
09/06/2024,08h:34,2024,junho,Folhamax,Borracheiro é morto com facada na barriga e deixado na rua em MT,1
09/06/2024,08h:45,2024,junho,Folhamax,Ex-presidiária é executada com tiros à queima-roupas durante festa em MT,1
09/06/2024,09h:21,2024,junho,Gazeta Digital,Identificadas as vítimas mortas na rua por suspeitos em moto,1
09/06/2024,10h:15,2024,junho,Folhamax,Saiba quem eram piloto e passageiro mortos em queda de avião em MT,1
09/06/2024,12h:21,2024,junho,Folhamax,Acidente com Toro e motos esportivas deixa 2 mortos em rodovia de MT,1
09/06/2024,13h:03,2024,junho,Folhamax,Vídeos mostram gravidade de acidente que matou policial e empresário; Toro é rasgada,1
09/06/2024,14h:00,2024,junho,Gazeta Digital,Investigador e motociclista morrem em acidente na MT-020 envolvendo picape,1
10/06/2024,13:50:00,2024,junho,Só Notícias,Condutor morre após acidente de moto em comunidade rural de Alta Floresta,1
10/06/2024,07h:39,2024,junho,Gazeta Digital,Pescador encontra corpo boiando em rio de Paranatinga; vítima não foi identificada,1
10/06/2024,08h:15,2024,junho,Folhamax,Homem é encontrado morto na calçada de motel em cidade de MT,1
10/06/2024,09h:16,2024,junho,Folhamax,Veja quem é o empresário morto em acidente junto com investigador,1
10/06/2024,14h:25,2024,junho,Gazeta Digital,Idoso de 65 anos é encontrado morto em calçada de motel,1
10/06/2024,17h:05,2024,junho,Folhamax,TJ tira tornozeleira de empresário líder de sonegação de R$ 370 milhões em MT,1
10/06/2024,18h:00,2024,junho,Gazeta Digital,Filha visita pai de 84 anos e o encontra sem vida em casa,1
10/06/2024,21h:22,2024,junho,Folhamax,Filha visita pai de 84 anos e o encontra sem vida em casa,1
11/06/2024,08:08:00,2024,junho,Só Notícias,Homem cai de ponte em rio com moto e morre no Nortão,1
11/06/2024,15:15:00,2024,junho,Só Notícias,Colisão entre carretas deixa três mortos na BR-163 entre Sorriso e Sinop; pista liberada,1
11/06/2024,08h:26,2024,junho,Gazeta Digital,Adolescente morre após perder o controle de moto e atingir poste em VG,1
12/06/2024,09:49:00,2024,junho,Reporter MT,Motorista passa mal e morre em meio ao trânsito na Avenida da FEB,1
12/06/2024,10:29:00,2024,junho,Só Notícias,Homem é assassinado a tiros em sofá de residência no Nortão,1
12/06/2024,10:47:00,2024,junho,Estadão MT,Jovem é encontrado morto com disparos de arma de fogo com pés e mãos amarrados em MT,1
12/06/2024,13:27:00,2024,junho,Só Notícias,Avião cai em Mato Grosso e dois morrem,1
12/06/2024,14:44:00,2024,junho,Só Notícias,Identificados três mortos em colisão entre carretas na BR-163 entre Sorriso e Sinop,1
12/06/2024,15:39:00,2024,junho,Estadão MT,Adolescente morre dentro de Centro Socioeducativo em MT,1
12/06/2024,17:03:00,2024,junho,Midia News,Homem de 26 anos é morto a tiros no sofá de casa em MT,1
12/06/2024,07h:17,2024,junho,Gazeta Digital,Idoso morre após bater moto contra placa de sinalização,1
12/06/2024,07h:41,2024,junho,Gazeta Digital,Jovem de 26 anos é assassinado com ao menos 9 tiros dentro de casa no interior,1
12/06/2024,08h:09,2024,junho,Gazeta Digital,Menor é encontrado morto em cela de socioeducativo em MT,1
12/06/2024,08h:52,2024,junho,Gazeta Digital,Rapaz de 26 anos é morto com vários tiros no sofá de casa,1
12/06/2024,09h:20,2024,junho,Folhamax,Menor infrator morre dentro de cela do socioeducativo em MT,1
12/06/2024,09h:24,2024,junho,Gazeta Digital,Motorista tem mal súbito e morre dentro de carro em avenida de VG,1
12/06/2024,09h:28,2024,junho,Folhamax,Motorista de Uno sofre mal súbito e morre em avenida de VG,1
12/06/2024,11h:02,2024,junho,Folhamax,Jovem é executado a tiros em sofá de quitinete no interior de MT,1
12/06/2024,14h:00,2024,junho,Gazeta Digital,Jovem é achado morto e com membros amarrados em MT,1
12/06/2024,14h:05,2024,junho,Gazeta Digital,Vídeo - Advogado e personal morrem em queda de avião no interior,1
12/06/2024,14h:59,2024,junho,Folhamax,"Com advogado de piloto, avião caiu 30 segundos após decolagem; vídeo",1
12/06/2024,16h:53,2024,junho,Folhamax,Polícia Civil incinera drogas apreendidas desde 2010,1
13/06/2024,07:49:00,2024,junho,Estadão MT,Três morrem após caminhão bater em paredão e carga de madeira esmagar cabine,1
